CustomerID,InvoiceID,OrderDate,Amount
1076,5209,18/09/2023,2826.01
1050,6613,13/06/2023,242.86
1062,5713,28/10/2023,4545.52
1095,5301,30/10/2023,865.79
1051,6932,14/10/2023,1178.43
1095,6246,10/01/2023,2639.55
1003,6757,14/07/2023,3579.56
1093,5002,28/04/2023,569.07
1022,5989,27/09/2023,1656.7
1014,6541,21/03/2023,4846.51
1042,6116,03/04/2023,1385.48
1028,5519,23/09/2023,1633.95
1035,6451,28/11/2023,4198.84
1012,5492,16/12/2023,346.05
1031,6258,27/12/2023,2376.6
1070,5619,14/09/2023,1960.12
1058,6184,13/05/2023,1651.28
1085,6744,03/10/2023,1499.93
1027,6775,21/09/2023,547.73
1065,5330,20/06/2023,1642.65
1041,5332,01/01/2023,310.96
1044,5049,09/11/2023,3926.72
1061,6546,05/03/2023,2051.32
1056,5862,11/10/2023,2275.13
1005,6691,01/05/2023,4478.61
1027,6515,17/04/2023,3324.47
1027,6605,24/06/2023,139.49
1043,6704,23/07/2023,4721.56
1083,5271,14/06/2023,1262.01
1029,5579,01/11/2023,627.31
1061,6890,30/04/2023,3863.83
1074,6275,13/02/2023,2552.34
1091,5559,08/11/2023,2225.48
1088,5695,05/06/2023,1322.57
1061,6855,26/07/2023,2782.61
1096,6722,18/04/2023,1444.48
1000,6113,08/09/2023,4517.76
1026,5445,30/11/2023,1154.5
1061,6016,10/05/2023,4433.34
1076,6355,20/10/2023,2841.09
1002,6162,20/01/2023,4159.59
1069,5356,09/10/2023,3592.95
1071,6624,12/10/2023,3513.81
1026,5273,01/01/2023,1689.29
1008,6042,29/04/2023,1246.09
1061,5310,04/02/2023,1133.34
1036,5869,17/07/2023,4300.24
1096,5885,02/09/2023,4120.09
1050,5153,28/02/2023,2258.81
1043,6413,21/11/2023,748.78
1023,6283,10/06/2023,1973.04
1078,5619,28/06/2023,3134.78
1058,5882,25/07/2023,2326.58
1031,5796,12/01/2023,3922.93
1095,6594,03/10/2023,4988.35
1087,5124,30/06/2023,1036.55
1051,6377,30/08/2023,2352.29
1061,6296,04/08/2023,2211.82
1057,5618,08/09/2023,1592.01
1051,6834,26/10/2023,1070.67
1011,5244,06/05/2023,421.89
1038,5847,05/08/2023,4446.88
1001,5449,02/11/2023,2157.26
1002,5929,12/10/2023,2534.79
1055,6270,04/07/2023,4593.02
1080,5519,08/02/2023,3903.82
1058,6164,11/08/2023,739.46
1001,5361,03/07/2023,2870.56
1001,5007,27/06/2023,2267.04
1091,5477,21/10/2023,4006.33
1053,6375,06/12/2023,3648.74
1086,5494,31/05/2023,3482.99
1095,6629,06/05/2023,1768.67
1096,5832,28/10/2023,4044.32
1000,6450,04/11/2023,356.72
1018,6062,02/12/2023,882.16
1001,5592,22/08/2023,1744.55
1052,5186,08/01/2023,476.36
1043,6619,07/12/2023,1251.47
1089,6623,09/05/2023,4167.74
1031,5753,21/09/2023,4746.43
1069,6877,06/06/2023,1592.55
1031,5092,18/12/2023,1396.13
1067,5085,24/12/2023,1471.47
1054,6067,05/01/2023,1460.82
1074,5136,27/03/2023,276.06
1055,5420,24/06/2023,4641.89
1016,5073,17/10/2023,1147.12
1037,6571,12/07/2023,2158.02
1023,6636,07/11/2023,147.47
1068,6535,29/04/2023,4303.98
1097,6179,06/08/2023,3682.67
1069,6961,24/04/2023,4739.1
1085,6278,25/05/2023,3929.92
1010,5170,26/01/2023,1637.16
1015,6751,16/05/2023,1314.58
1096,5169,30/10/2023,3518.81
1072,6787,20/08/2023,1884.15
1058,5871,17/03/2023,2874.45
1069,5321,24/11/2023,130.66
1079,6590,11/12/2023,403.24
1092,5455,29/10/2023,2723.3
1002,5943,16/10/2023,2873.75
1019,6626,01/01/2023,3782.12
1058,5789,27/05/2023,746.63
1035,5612,14/10/2023,2614.6
1018,6178,22/05/2023,1052.79
1089,5888,22/02/2023,556.66
1066,5348,31/10/2023,2111.43
1018,6474,10/03/2023,900.35
1019,6899,27/12/2023,1186.73
1095,6676,31/03/2023,1656.02
1070,6196,08/08/2023,1371
1051,5009,11/07/2023,529.2
1032,5739,04/03/2023,540.59
1039,6288,14/03/2023,1046.92
1038,6461,10/06/2023,347.74
1081,6783,18/06/2023,3169.64
1000,6270,30/03/2023,1507.9
1010,5666,25/06/2023,1470.76
1091,5545,26/09/2023,1726.79
1056,6522,14/03/2023,3347.7
1088,5128,02/09/2023,4366.11
1049,6695,18/03/2023,3819.53
1022,5600,08/06/2023,3664.89
1030,5604,20/11/2023,2473.52
1093,5326,08/04/2023,3499.65
1041,6776,12/04/2023,2808.54
1098,6858,12/05/2023,1159.63
1006,5979,12/04/2023,1122.08
1015,5403,19/01/2023,1552.32
1089,5628,23/03/2023,4562.93
1059,6629,06/10/2023,2782.33
1001,6698,05/12/2023,3696.14
1000,6634,31/12/2023,1798.14
1047,6648,27/11/2023,2097.81
1011,6382,09/05/2023,715.27
1068,6626,10/12/2023,939.35
1036,6881,06/11/2023,4154.05
1031,5717,30/03/2023,2965.71
1008,6040,01/08/2023,1753.91
1098,5273,23/05/2023,4033.97
1018,5684,06/03/2023,1307.95
1047,5115,17/03/2023,4882.56
1079,5860,18/07/2023,1789.61
1002,5692,23/05/2023,1752.82
1019,6114,12/11/2023,1628.37
1023,6105,03/04/2023,698.35
1053,5323,01/11/2023,644.57
1032,5960,12/08/2023,3275.71
1023,5113,18/10/2023,4388.08
1074,6792,12/04/2023,3973.55
1071,6081,24/09/2023,791.43
1035,5153,21/12/2023,2773.35
1037,6900,20/04/2023,617.4
1083,6427,26/11/2023,321.94
1098,6651,22/09/2023,3316.29
1088,6878,03/01/2023,2722.25
1098,6289,26/03/2023,501.92
1024,5314,09/10/2023,271.2
1092,6738,24/11/2023,4949.81
1017,6064,31/10/2023,247.1
1081,5104,27/04/2023,2278.19
1065,6924,09/08/2023,2572.63
1053,6913,03/06/2023,674.67
1034,6216,02/06/2023,928.4
1079,6424,12/01/2023,1823.84
1060,6301,13/05/2023,3832.21
1040,5353,31/10/2023,2584.7
1099,6015,20/10/2023,3225.72
1032,6772,27/10/2023,4927.36
1067,6960,16/08/2023,3863.23
1032,5732,28/09/2023,2228.37
1013,6603,12/02/2023,2287.57
1020,5708,09/12/2023,3131.98
1047,6279,22/11/2023,3360.29
1019,5650,29/10/2023,2553.48
1007,5823,30/12/2023,3259.82
1006,5946,21/01/2023,215.31
1066,5660,17/04/2023,2205.15
1016,5098,02/12/2023,1466.8
1032,5587,30/10/2023,732.95
1047,5281,27/04/2023,587.78
1075,6906,04/05/2023,3055.64
1058,5402,08/10/2023,2665.64
1085,6132,19/10/2023,1342.56
1021,5699,22/07/2023,2407.66
1029,5198,20/02/2023,2511.94
1037,6326,28/09/2023,1055.54
1050,5326,20/11/2023,3295.26
1053,5153,04/10/2023,3926.5
1007,5551,21/05/2023,3978.17
1026,6668,02/10/2023,3052.1
1026,5404,17/10/2023,2607.03
1097,5461,30/11/2023,398.94
1020,5131,21/02/2023,1510.37
1029,5790,27/01/2023,557.03
1096,5873,06/06/2023,4822.73
1027,5083,27/08/2023,761.89
1063,6422,05/06/2023,843.7
1096,5753,18/10/2023,4458.93
1068,5627,16/05/2023,4725.25
1060,6132,24/05/2023,3852.56
1047,5220,16/04/2023,126.48
1018,6927,07/06/2023,106.6
1003,5552,26/05/2023,1952.69
1034,6391,02/01/2023,802.64
1063,6170,18/03/2023,190.09
1048,5111,12/05/2023,2373.93
1016,5614,31/03/2023,4721
1043,6581,11/12/2023,1686.72
1091,5923,16/12/2023,3339.59
1029,6517,20/09/2023,3295.95
1092,6528,17/12/2023,1330.29
1045,5474,18/04/2023,3287.08
1005,5835,15/03/2023,1140.44
1098,6913,08/02/2023,697.84
1036,5270,08/06/2023,3536.78
1023,5420,12/03/2023,655.86
1092,6920,08/11/2023,4984.86
1045,5706,29/08/2023,998.92
1052,6390,25/10/2023,3011.3
1094,6303,05/02/2023,2115.74
1098,6306,25/03/2023,719.29
1059,5039,20/09/2023,236.44
1096,6982,06/11/2023,3151.39
1062,5188,21/06/2023,4053.11
1084,6187,22/06/2023,4225.88
1031,5993,28/12/2023,2465.3
1086,6559,16/02/2023,3909.53
1032,5535,21/05/2023,3396.95
1066,6027,28/04/2023,3648.85
1017,6858,04/10/2023,2513.74
1024,5289,02/08/2023,3203.72
1094,6976,08/08/2023,4047.08
1053,5432,26/01/2023,2049.63
1057,5470,09/01/2023,4049.3
1066,6204,28/09/2023,3000.88
1045,6271,10/01/2023,912.92
1023,5627,01/05/2023,220.95
1031,5278,05/05/2023,1877.49
1046,5876,19/06/2023,2778.81
1085,5580,13/03/2023,4215.12
1022,5862,01/06/2023,724.68
1065,5253,27/07/2023,4021.01
1026,5180,18/02/2023,4328.74
1001,6853,03/06/2023,838.37
1089,5680,13/12/2023,4272.81
1016,5824,20/10/2023,4958.12
1032,6532,09/03/2023,3661.51
1008,6784,19/02/2023,3945.37
1042,5699,01/06/2023,4972.63
1047,5565,19/01/2023,3066.86
1038,6349,10/04/2023,1608.64
1092,6380,01/03/2023,4203.9
1041,6848,16/06/2023,3110.98
1025,6673,21/07/2023,2947.86
1098,5679,11/12/2023,1342.81
1049,5390,26/05/2023,3806.04
1024,6638,13/06/2023,500.17
1023,6957,30/08/2023,4629.01
1012,6108,10/03/2023,1696.53
1059,6340,24/06/2023,726.1
1006,5211,18/02/2023,2267.6
1056,6538,18/04/2023,308.1
1035,5383,14/08/2023,3454.67
1044,6714,10/06/2023,4523.26
1019,5341,29/04/2023,4202.59
1064,6838,29/05/2023,724.11
1007,6987,30/05/2023,718.73
1015,5843,20/10/2023,4085.83
1013,6061,23/05/2023,4628.85
1075,6534,09/06/2023,2357.28
1086,5419,11/01/2023,2544.96
1014,5750,18/05/2023,1659.48
1091,6192,19/03/2023,4481.9
1097,6988,18/03/2023,3260.02
1065,6932,11/09/2023,1512.43
1031,6366,15/09/2023,1564.04
1086,6849,16/11/2023,4466.88
1062,5305,18/10/2023,166.81
1085,6565,20/09/2023,1681.36
1050,5701,26/03/2023,2816.35
1024,5868,26/05/2023,826.27
1057,5536,19/11/2023,551.28
1062,6135,11/02/2023,4094.85
1061,6434,05/05/2023,4482.58
1021,6970,16/06/2023,4135.67
1057,5205,29/08/2023,4504.06
1057,6208,07/10/2023,2810.25
1085,6405,07/07/2023,4080.06
1048,5495,29/10/2023,1981.81
1051,6402,19/01/2023,3364.71
1041,6070,09/03/2023,4945.29
1069,6909,06/08/2023,1206.07
1014,6763,12/04/2023,2010.51
1053,6574,11/02/2023,2452.23
1059,6551,15/10/2023,776.28
1096,5503,16/06/2023,497.09
1007,6045,19/04/2023,4165.64
1052,5212,05/02/2023,4886.29
1059,5309,20/08/2023,2083.15
1004,5660,17/08/2023,529.48
1067,6991,19/12/2023,422.48
1005,5752,13/06/2023,4467.46
1095,5271,14/03/2023,2372.69
1093,6594,16/05/2023,1668.13
1046,6822,19/12/2023,2434.66
1098,5937,11/03/2023,1659.69
1054,6225,15/07/2023,2496.28
1039,5031,26/09/2023,4311.83
1051,5442,18/02/2023,3002.28
1015,5161,12/11/2023,3503.8
1012,5766,10/05/2023,1886.89
1029,5253,05/01/2023,3718.68
1018,5520,27/01/2023,3366.42
1016,5976,09/06/2023,685.85
1062,6674,29/05/2023,2905.95
1018,6503,21/09/2023,1358.04
1091,5009,18/08/2023,4040.07
1057,5725,19/07/2023,2187.09
1054,5504,19/02/2023,4973.95
1089,5784,08/03/2023,553.25
1089,6859,27/10/2023,3923.7
1061,6583,27/02/2023,3401.14
1022,5435,16/09/2023,3860.74
1008,6134,08/12/2023,1606.9
1011,5152,22/11/2023,2511.07
1000,6658,10/05/2023,4002.89
1057,5916,03/08/2023,1239.45
1000,5868,21/06/2023,1207.56
1033,6125,15/09/2023,2800.15
1095,5752,12/04/2023,2665.46
1047,6856,28/07/2023,1483.09
1088,6214,18/10/2023,1560.57
1000,6752,20/12/2023,1461.44
1015,5562,13/10/2023,3880.41
1060,6827,26/04/2023,3294.31
1063,6104,21/09/2023,4178.84
1062,5488,30/05/2023,4879.82
1068,5894,27/10/2023,2423.41
1021,6111,05/02/2023,426.8
1092,6217,29/11/2023,335.65
1066,5103,14/10/2023,1548.76
1075,6806,30/10/2023,4669.47
1025,6119,07/11/2023,2663.74
1015,6446,27/07/2023,1431.75
1050,6914,16/04/2023,2055.92
1085,6221,07/06/2023,3033.12
1056,6024,01/05/2023,3299.45
1028,6006,24/02/2023,854.21
1077,5406,12/01/2023,4887.46
1091,6401,25/05/2023,2769.38
1068,5166,16/05/2023,764.87
1046,5508,03/01/2023,4478.81
1093,6661,24/05/2023,465.73
1061,5312,30/01/2023,4547.9
1068,6616,25/08/2023,4983.17
1075,6441,06/10/2023,3532.12
1015,5762,14/12/2023,3875.19
1089,5680,25/04/2023,1752.78
1089,5476,14/04/2023,4713.73
1047,5072,28/04/2023,2695.6
1084,6164,05/01/2023,3688.7
1038,5581,26/12/2023,4628.13
1099,5261,05/09/2023,4878.38
1032,6363,30/12/2023,4182.7
1093,6331,17/11/2023,1584.79
1022,5244,01/05/2023,4836.08
1009,6538,13/10/2023,3177.79
1068,6360,29/05/2023,4660.15
1099,6598,25/03/2023,3412.91
1033,5560,19/08/2023,1605.47
1051,6099,15/10/2023,1913.12
1094,6903,10/06/2023,2797.31
1009,5174,29/09/2023,3971.07
1018,5108,07/02/2023,1658.11
1057,5182,14/08/2023,2940.68
1095,5191,22/05/2023,1793.56
1000,5064,19/10/2023,4097.27
1068,6872,31/05/2023,2386.97
1003,5962,24/04/2023,475.94
1015,6497,25/08/2023,913.66
1023,6806,07/03/2023,399.41
1079,6123,27/12/2023,2546.58
1001,6567,07/12/2023,621.05
1091,5863,15/09/2023,659.29
1031,6151,06/09/2023,4711.14
1090,6475,27/11/2023,4376.01
1083,6937,19/11/2023,2315.22
1023,5368,29/06/2023,4930.45
1011,5850,09/07/2023,100.91
1049,5042,03/06/2023,3108.5
1034,6907,15/07/2023,3120.5
1032,6442,07/11/2023,2341.47
1032,5487,19/09/2023,2045.05
1060,5077,23/05/2023,2331.38
1050,5825,08/12/2023,2133.31
1042,6824,12/11/2023,3679.41
1011,6293,11/04/2023,763.24
1066,5673,01/09/2023,1068.43
1064,5700,12/01/2023,984.54
1032,5758,27/08/2023,1386.11
1039,6923,18/02/2023,2673.77
1073,5727,11/02/2023,644.92
1042,6338,15/06/2023,4354.03
1043,5924,23/03/2023,1557.07
1028,6874,18/10/2023,896.44
1012,5901,07/06/2023,3410.54
1011,5888,04/08/2023,286.62
1094,5992,07/06/2023,3137.85
1045,6968,14/05/2023,3521.17
1001,6191,08/03/2023,1153.09
1034,5338,02/12/2023,305.62
1086,5192,07/01/2023,1881.86
1080,6476,14/01/2023,583.11
1089,5282,14/03/2023,670.74
1007,6359,12/06/2023,1345.88
1092,5389,07/03/2023,1547.79
1025,5999,13/12/2023,2696.85
1073,5524,10/05/2023,3424.12
1089,6263,25/07/2023,3004.58
1033,6855,03/10/2023,826.97
1006,6981,13/09/2023,943.22
1067,6506,23/09/2023,4405.97
1057,5658,25/01/2023,2835.93
1074,5715,08/10/2023,4362.7
1028,6615,10/09/2023,1920.58
1035,5890,06/11/2023,3110.56
1088,6578,16/10/2023,2665.95
1020,6481,13/06/2023,1663.71
1035,6112,05/04/2023,2402.59
1009,6683,27/09/2023,2562.21
1072,6118,17/11/2023,1083.78
1023,5451,20/04/2023,1643.55
1063,5427,02/12/2023,3977.91
1098,6174,06/11/2023,4587.36
1048,6537,26/08/2023,1862.99
1098,6399,25/01/2023,1604.16
1035,6045,21/05/2023,1056.47
1081,5882,27/04/2023,3424.61
1095,5312,25/01/2023,1683.19
1023,5839,20/03/2023,4939.97
1022,5518,09/03/2023,1695.86
1061,6229,22/06/2023,2031.27
1095,6975,12/01/2023,3056.34
1036,5374,15/10/2023,4028.25
1011,5450,08/05/2023,2400.64
1054,6649,06/04/2023,2171.01
1012,6807,02/04/2023,4978.63
1022,6014,21/05/2023,151.42
1088,5594,31/01/2023,4485.82
1098,6202,30/11/2023,830.79
1029,6233,20/01/2023,3951.03
1016,5499,26/05/2023,3127.86
1061,5463,12/11/2023,1775.05
1083,6863,09/06/2023,4381.99
1088,6147,15/12/2023,163.25
1085,5112,12/02/2023,1210.78
1012,6035,11/09/2023,2877.77
1058,6149,10/05/2023,1822.56
1018,6588,01/03/2023,3090.85
1048,5330,31/05/2023,218.14
1099,6924,14/10/2023,670.65
1011,6306,05/01/2023,722.77
1060,5139,23/09/2023,1027.49
1018,6424,11/12/2023,2350.72
1075,5901,10/05/2023,3785.43
1008,6120,24/09/2023,4537.14
1070,5516,27/06/2023,4193.33
1027,5568,10/09/2023,1064.75
1077,6947,25/02/2023,2261.64
1094,5845,24/03/2023,1077.12
1051,6092,09/04/2023,1395.91
1082,5117,29/05/2023,2567.38
1015,5887,25/11/2023,433.73
1068,6082,05/06/2023,1169.05
1098,6056,09/07/2023,4683.35
1011,6341,20/09/2023,2383.97
1024,5049,21/03/2023,2282.39
1051,6903,09/09/2023,171.38
1084,6512,07/04/2023,1312.26
1099,5018,17/09/2023,4344.83
1052,5725,17/09/2023,906.68
1022,5196,13/04/2023,2134.11
1015,6914,09/02/2023,170.22
1056,6473,30/09/2023,2443.84
1038,5558,11/04/2023,203
1052,6702,25/12/2023,4116.09
1041,5451,04/11/2023,4141.78
1057,5288,09/08/2023,3959.94
1038,6164,04/11/2023,1488.48
1013,6107,04/05/2023,4202.46
1094,6717,19/08/2023,2760.69
1004,5390,27/06/2023,1931.66
1034,6614,04/03/2023,3164.12
1086,5214,26/04/2023,160.47
1092,6549,10/07/2023,800.51
1074,5214,03/03/2023,3737.24
1017,6426,13/09/2023,1296.39
1075,5127,07/01/2023,3030.24
1008,6845,04/06/2023,1987
1073,6500,02/04/2023,4288.55
1057,5759,14/01/2023,4766.83
1016,5403,17/08/2023,4429.47
1006,6052,27/03/2023,1426.04
1045,6815,13/05/2023,1051.4
1012,5337,02/07/2023,2424.73
1039,5830,03/03/2023,135.94
1041,5713,07/08/2023,226.47
1008,5360,03/09/2023,2811.12
1049,5568,18/08/2023,2650.2
1026,6415,20/03/2023,4973.45
1065,5217,29/05/2023,1089.02
1004,6597,18/05/2023,1364.71
1028,6692,10/11/2023,656.35
1036,5201,06/03/2023,4595.96
1037,5016,13/01/2023,3911.28
1082,5321,01/08/2023,4129.46
1007,5517,30/08/2023,4523.54
1064,6593,01/08/2023,2672.01
1085,6348,30/06/2023,2310.85
1016,6435,04/12/2023,1718.92
1070,6341,22/06/2023,2987.15
1088,5680,09/06/2023,2325.96
1044,6988,13/06/2023,2312.67
1003,6105,07/07/2023,4690.95
1035,6497,10/07/2023,4921.75
1069,6491,04/11/2023,4002.77
1030,5424,13/09/2023,3808.11
1018,6968,02/07/2023,3434.73
1060,6754,27/04/2023,913.77
1053,6712,09/10/2023,389.62
1038,6227,15/07/2023,3484.56
1090,6606,03/02/2023,3671.05
1073,6018,21/02/2023,330.17
1089,5386,22/04/2023,4647.45
1018,5777,09/09/2023,546.59
1038,5097,23/03/2023,1500.91
1066,6368,20/08/2023,3394.71
1044,6826,15/08/2023,932.38
1012,5207,21/08/2023,371.54
1091,6537,09/08/2023,1722.62
1057,6659,11/02/2023,3853.26
1019,6815,21/01/2023,2127.03
1091,5585,11/02/2023,3299.57
1071,5165,23/04/2023,2940.13
1060,5021,15/04/2023,208.87
1038,5153,11/07/2023,4943.85
1000,6962,17/01/2023,303
1002,6462,30/04/2023,4842.23
1076,6318,09/05/2023,2794.33
1091,5218,10/05/2023,4819.48
1061,5668,01/03/2023,662.29
1062,6518,17/02/2023,2503
1024,5229,29/01/2023,930.57
1055,5019,07/04/2023,349.78
1032,5552,10/01/2023,3125.89
1037,5949,30/08/2023,1118.14
1005,5147,10/11/2023,2979.72
1057,6131,20/08/2023,650.59
1043,5402,04/10/2023,1726.73
1044,5595,11/10/2023,3930
1031,6506,22/07/2023,2241.55
1044,5366,04/09/2023,3175.95
1060,6857,17/10/2023,3272.54
1046,6437,21/09/2023,4234.4
1020,6332,02/08/2023,1692.12
1079,5801,19/07/2023,3467.75
1084,5917,20/03/2023,4811.92
1074,6858,09/12/2023,3678.19
1035,6157,10/12/2023,2500.37
1098,6742,22/06/2023,3190.52
1018,6306,10/03/2023,3724.45
1019,6801,28/03/2023,3100.15
1056,5072,11/04/2023,181.71
1017,5480,08/01/2023,1054.39
1046,6375,29/11/2023,4071.29
1048,5559,19/07/2023,1435.99
1013,6349,28/03/2023,3684.65
1014,5744,12/02/2023,1923.39
1030,6466,19/04/2023,2657.23
1000,5099,01/06/2023,433.07
1053,6082,17/01/2023,988.01
1002,5507,13/05/2023,4790.27
1015,5257,28/05/2023,4461.68
1086,5412,04/10/2023,3296.15
1056,6475,20/08/2023,2352.26
1074,6088,10/11/2023,3411.23
1011,5594,16/08/2023,3131.19
1073,6177,19/05/2023,2885.91
1095,5265,30/07/2023,389.97
1015,5820,28/01/2023,3200.73
1071,6102,20/02/2023,3867.71
1075,6338,18/09/2023,4971
1023,5661,18/09/2023,154.28
1027,5946,16/12/2023,3677.85
1007,5559,18/12/2023,2901.77
1091,5916,08/01/2023,2226.86
1035,5890,16/11/2023,725.09
1089,6271,18/05/2023,2104.52
1007,6813,07/02/2023,1836.45
1057,5867,21/04/2023,1583.87
1059,5609,08/08/2023,3681.31
1049,5413,03/12/2023,3533.56
1027,5024,11/08/2023,2986.2
1091,5283,16/05/2023,4699.46
1040,6472,13/09/2023,1814.29
1099,5880,26/12/2023,1294.63
1063,5300,25/11/2023,3313.93
1026,6091,18/02/2023,1074.19
1062,6030,19/10/2023,1643.55
1016,5816,20/11/2023,1200.55
1072,6160,19/03/2023,438.85
1032,6187,15/04/2023,4154.74
1083,5082,18/06/2023,1347.25
1076,6920,05/08/2023,2417.83
1091,6673,29/04/2023,312.24
1028,6443,09/07/2023,3526.76
1012,6096,12/09/2023,1719.75
1045,6260,23/09/2023,3749.21
1034,5045,29/05/2023,2120.77
1005,5617,13/06/2023,1059.2
1081,5927,20/05/2023,2614.56
1068,6823,13/12/2023,739.47
1046,5261,15/09/2023,2258.64
1024,5175,26/09/2023,1654.8
1065,6189,30/06/2023,4568.6
1009,5656,09/06/2023,398.55
